Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Book value,Price to book value,Piotroski score,Industry PE,PE Variance,Promoter holding,Change in promoter holding 3Years,FII holding,DII holding,Contingent liabilities,Pledged percentage,EVEBITDA,Enterprise Value,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,Return over 3months,Return over 6months,Return over 1year,Return over 3years
Times Guaranty,511559,TIMESGTY,Finance & Investments,47.00,42.25,20.92,40.03,1.17,4.00,17.34,1.21,74.92,0.00,0.00,0.05,1.79,0.00,18.48,42.13,36.19,28.62,35.75,28.44,93.02,115.60,144.16,2.22
Timex Group,500414,,Miscellaneous,34.50,348.28,,0.46,75.06,3.00,21.51,,74.93,0.00,0.05,0.01,12.29,0.00,-31.54,374.69,32.55,28.97,32.47,28.92,10.22,56.11,70.37,-13.74
Timken India,522113,TIMKEN,Bearings,1392.05,10470.82,69.10,166.54,8.36,9.00,31.73,2.18,67.80,-7.20,2.93,11.42,14.75,0.00,37.30,10363.27,1325.05,1191.37,1322.32,1189.35,6.04,26.49,64.16,27.01
Tinna Rubber,530475,,Trading,34.70,29.72,,74.50,0.47,4.00,41.36,,73.81,0.00,0.00,0.00,78.86,0.00,7.07,91.53,35.06,30.37,35.08,30.33,-15.26,130.56,138.49,-19.35
Tinna Trade,541741,,Trading,15.33,13.13,,30.92,0.50,2.00,41.36,,73.81,,0.00,0.00,4.88,0.00,11.01,39.51,14.53,20.34,14.50,20.39,5.07,-20.57,1.86,
Tinplate Co.,504966,TINPLATE,Mining / Minerals / Metals,226.45,2370.25,24.15,80.84,2.80,8.00,14.57,1.66,74.96,0.00,0.73,0.01,147.14,0.00,10.75,2165.30,178.64,156.59,176.69,155.89,34.63,72.14,184.31,0.80
Tips Industries,532375,TIPSINDLTD,Entertainment / Electronic Media Software,678.50,879.92,34.43,54.42,12.47,7.00,19.94,1.73,74.98,0.16,0.77,0.00,0.90,0.00,21.30,845.73,505.25,357.70,498.18,354.47,84.85,136.33,610.10,76.67
Tirupati Foam,540904,,Textiles - Products,58.00,25.56,21.66,55.46,1.05,6.00,19.87,1.09,71.14,0.01,0.00,0.00,0.00,0.00,8.77,70.18,55.93,63.84,55.85,63.90,-12.12,60.00,48.34,-24.43
Tirupati Forge,,TIRUPATIFL,Castings & Forgings,27.45,30.74,113.85,18.38,1.49,4.00,38.75,2.94,57.49,,,,0.70,48.08,12.51,33.79,25.66,26.41,25.59,26.40,9.80,2.04,-4.69,-6.71
Tirupati Sarjan,531814,,Construction,5.33,17.59,5.10,16.26,0.33,6.00,33.90,0.15,40.72,-6.71,0.00,0.00,0.00,0.00,6.36,122.32,6.23,6.66,6.26,6.67,-29.40,-5.83,20.05,-33.41
Tirupati Starch,524582,,Miscellaneous,47.50,33.25,,28.80,1.65,6.00,26.63,,63.01,6.14,0.00,0.35,0.39,0.00,7.77,55.88,39.72,35.83,39.40,35.71,35.14,28.73,103.43,5.24
Tirupati Tyres,539040,,Trading,2.88,0.99,,4.94,0.58,5.00,41.36,,0.00,0.00,0.00,0.00,0.00,0.00,-1.38,0.98,2.86,2.68,2.86,2.68,-7.99,29.15,350.00,-19.15
Titaanium Ten,539985,,Trading,3.65,2.46,3.28,18.03,0.20,6.00,41.36,0.08,67.06,-5.95,0.00,0.00,0.00,0.00,7.22,39.54,7.46,9.45,7.62,9.51,-54.66,-71.75,-1.62,-27.61
Titagarh Wagons,532966,TWL,Engineering,46.40,553.96,,63.27,0.73,6.00,20.39,,44.27,-1.48,3.43,9.14,253.21,0.00,19.22,1246.53,48.54,47.89,48.63,47.90,-10.77,12.76,40.61,-25.35
Titan Biotech,524717,,Pharmaceuticals - Indian - Bulk Drugs & Formln,316.70,261.71,9.21,70.57,4.49,7.00,27.08,0.34,55.88,7.88,0.00,0.00,0.00,0.00,6.37,272.35,236.65,168.88,233.39,167.39,86.79,138.12,445.56,70.67
Titan Company,500114,TITAN,Diamond Cutting / Jewellery,1446.50,128418.27,131.98,84.45,17.13,5.00,22.12,5.97,52.90,-0.01,18.10,11.13,352.37,0.00,70.07,133489.27,1485.09,1369.02,1486.66,1368.24,-4.17,12.56,73.68,13.64
Titan Securities,530045,,Finance & Investments,10.58,26.47,2.80,17.18,0.62,6.00,10.06,0.28,74.05,54.20,0.00,0.00,0.00,0.00,26.28,19.45,10.36,9.08,10.35,9.07,6.01,18.48,252.67,36.06
Tokyo Finance,531644,,Finance & Investments,9.15,6.38,,18.85,0.49,6.00,17.34,,56.17,14.75,0.00,0.00,0.00,0.00,-2.11,6.00,9.66,9.24,9.69,9.25,-9.85,-12.86,-9.41,5.02
Tokyo Plast Intl,500418,TOKYOPLAST,Plastics Products,76.70,72.87,1041.00,59.13,1.30,9.00,21.87,47.60,64.97,13.25,0.00,0.00,0.22,0.00,30.07,80.29,71.42,68.05,71.20,67.96,4.14,25.74,33.39,-2.89
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,2616.05,44268.80,35.64,326.85,8.00,9.00,27.08,1.32,71.25,0.00,11.37,8.35,129.82,0.00,19.22,47748.80,2548.06,2547.30,2545.28,2546.61,-4.94,2.51,7.28,24.18
Torrent Power,532779,TORNTPOWER,Power Generation And Supply,416.05,19996.06,32.30,202.30,2.06,8.00,18.60,1.74,53.57,0.00,8.45,18.77,72.63,0.00,7.76,27366.99,394.38,352.83,393.50,352.20,30.63,31.89,37.88,19.71
Total Transport,,TOTAL,Miscellaneous,41.25,59.01,,31.32,1.32,4.00,26.63,,52.28,-0.02,,,7.41,0.00,-393.65,78.73,46.48,47.30,46.70,47.36,-31.82,9.13,55.37,0.20
Touchwood Enter.,,TOUCHWOOD,Miscellaneous,78.35,79.77,45.32,10.76,7.28,5.00,45.32,1.00,69.84,,,,0.00,0.00,23.13,75.16,97.82,77.23,98.61,77.22,-17.83,82.63,55.15,58.71
Tour. Fin. Corp.,526650,TFCILTD,Finance - Term-Lending Institutions,56.30,454.45,6.08,93.89,0.60,5.00,5.13,1.19,27.25,18.38,16.42,0.01,1.52,0.00,8.08,1778.03,57.76,52.29,57.82,52.25,8.48,56.17,74.03,-28.84
Towa Sokki,531771,,Miscellaneous,6.91,3.15,,2.88,2.40,3.00,26.63,,72.23,0.00,0.00,0.00,0.00,0.00,-8.29,1.99,5.13,4.04,5.06,4.02,53.56,46.71,25.64,7.90
Toyam Industries,538607,,Trading,1.36,28.90,,0.65,2.10,6.00,41.36,,4.71,0.00,3.36,0.00,0.00,0.00,-43.04,28.84,2.38,3.00,2.42,3.02,-60.35,-55.70,-44.49,-24.18
TPL Plastech,526582,TPLPLASTEH,Packaging,224.35,175.00,25.77,110.34,2.03,5.00,11.33,2.27,75.00,0.00,0.02,0.09,0.00,0.00,11.14,203.94,184.09,150.76,182.44,150.02,44.32,114.89,155.09,-13.72
Trade-Wings,509953,,Travel Agencies,52.55,15.77,,-51.53,,4.00,25.71,,74.97,0.00,0.00,0.00,5.81,0.00,-17.09,23.93,65.54,85.12,66.07,85.44,10.17,4.27,4.27,-3.95
Trans Asia Corpo,530783,,Trading,4.72,2.46,,11.42,0.41,5.00,41.36,,12.48,0.00,0.00,0.00,0.00,0.00,-32.63,2.61,4.00,4.08,3.97,4.07,4.66,4.66,38.42,15.79
Trans Fin. Res.,526961,,Construction,21.00,24.54,8.29,-0.03,,5.00,14.45,0.57,68.29,42.17,0.00,0.00,0.00,0.00,12.41,43.20,22.91,17.98,22.99,17.95,-7.89,-16.33,-10.45,1.64
Trans Freight,513063,,Packaging,8.62,6.28,0.64,40.44,0.21,4.00,11.33,0.06,66.48,-0.01,0.00,0.12,0.00,0.00,0.72,7.10,8.96,8.07,8.97,8.06,-23.31,76.64,77.00,-15.43
Transchem,500422,,Pharmaceuticals - Indian - Bulk Drugs,25.35,31.03,26.08,48.75,0.52,5.00,19.45,1.34,39.86,4.94,0.00,0.03,0.00,0.00,16.67,29.67,19.73,16.84,19.50,16.75,23.66,113.20,162.42,-9.81
Transcorp Intl.,532410,,Travel Agencies,9.03,28.70,,14.72,0.61,6.00,25.71,,73.22,0.00,0.00,0.01,11.71,0.00,-15.64,63.49,8.82,9.65,8.81,9.65,-10.77,-0.99,29.00,-36.65
Transgene Biotek,526139,,Healthcare,4.52,34.25,,3.61,1.25,4.00,41.95,,23.64,0.00,0.00,0.00,0.99,0.00,-107.33,45.08,4.58,4.35,4.58,4.35,12.72,13.00,34.93,28.50
Transglobe Foods,519367,,Food - Processing - Indian,160.05,2.32,8.92,2.07,77.30,5.00,38.51,0.23,14.30,0.00,0.00,0.00,0.00,0.00,24.70,2.47,167.25,153.01,167.55,152.93,-8.86,-36.56,385.00,200.47
Transpact Enter.,542765,,Healthcare,170.00,6.57,,23.02,7.39,1.00,41.95,,45.89,,0.00,0.00,0.00,0.00,-21.31,6.82,139.87,134.23,138.64,133.87,19.26,30.77,25.93,
Transpek Inds.,506687,,Chemicals,1344.95,751.23,20.54,638.09,2.11,7.00,25.38,0.81,58.35,-0.74,1.88,1.49,10.26,0.00,9.23,792.95,1388.28,1504.86,1390.05,1506.46,-16.85,-23.95,-14.84,-4.89
Transport Corp.,532349,TCI,Miscellaneous,283.15,2183.08,17.20,138.56,2.04,5.00,30.92,0.56,66.71,0.60,1.70,12.18,27.58,0.00,9.05,2422.39,261.28,243.19,260.39,242.79,10.37,24.57,77.91,0.83
Transwar.Fin.,532812,TFL,Finance & Investments,2.55,6.24,,7.23,0.35,3.00,17.34,,53.62,0.00,0.00,0.00,19.99,0.00,-6.57,25.51,2.46,2.91,2.46,2.91,-12.07,-8.93,-8.93,-19.29
Transwind Infra.,,TRANSWIND,Engineering - Turnkey Services,6.55,4.38,39.82,22.78,0.29,6.00,25.89,1.54,55.81,10.32,,,272.39,0.00,5.54,4.43,7.38,6.83,7.41,6.83,-13.25,-24.71,72.37,-40.50
Tranway Technol.,542923,,Computers - Software - Medium / Small,7.00,7.42,,14.77,0.47,0.00,27.79,,59.99,,0.00,0.00,0.00,0.00,55.31,14.38,8.18,8.42,8.23,8.44,74.56,114.72,-36.94,
TRC Financial,511730,,Finance & Investments,8.40,4.20,10.24,5.28,1.59,5.00,17.34,0.59,65.88,65.88,0.25,1.93,0.00,0.00,9.20,4.14,9.63,12.96,9.68,13.01,0.00,-55.79,-67.38,-20.55
Tree House Edu.,533540,TREEHOUSE,Miscellaneous,8.15,34.48,,72.87,0.11,6.00,15.16,,20.54,0.00,7.18,0.00,0.15,99.45,-16.45,65.47,8.01,7.08,8.01,7.07,13.99,13.19,106.33,-1.20
Trejhara Solutio,542233,TREJHARA,Computers - Software - Medium / Small,34.15,40.35,4.40,382.28,0.09,6.00,27.79,0.16,27.13,,0.07,0.21,0.00,45.39,3.63,52.50,32.54,27.21,32.48,27.14,14.60,68.23,515.32,
Trekkingtoes.com,543222,,Travel Agencies,11.80,1.89,63.00,0.06,189.07,4.00,63.00,1.00,63.77,,0.00,0.00,0.00,0.00,-7.70,2.85,37.43,75.86,38.47,76.51,-70.50,-71.97,,
Trent,500251,TRENT,Trading,752.75,26759.32,,65.07,11.57,4.00,85.43,,37.01,4.40,29.90,10.27,93.67,0.00,88.30,26677.85,765.14,701.74,765.65,701.23,9.34,10.50,63.71,30.56
Trescon,532159,,Miscellaneous,55.50,402.30,99.09,14.31,3.88,3.00,26.63,3.72,58.86,53.76,3.90,0.00,0.00,0.00,69.08,399.96,56.86,66.25,56.92,66.36,-14.75,-28.98,-16.04,
TRF,505854,TRF,Engineering,98.10,107.91,,-205.30,,4.00,20.39,,34.12,0.00,0.00,2.00,148.24,0.00,-2.54,298.41,93.22,91.46,93.02,91.39,-3.06,34.38,47.30,-23.52
Tricom Fruit,531716,,,4.06,7.75,,-31.45,,2.00,17.37,,12.62,0.00,0.00,0.00,5.35,62.69,-43.88,92.15,4.78,4.67,4.81,4.68,0.00,-9.78,-17.14,-10.43
Trident,521064,TRIDENT,Textiles - Products,15.25,7771.33,28.87,6.29,2.43,5.00,19.87,1.45,73.02,5.25,1.68,0.02,0.96,0.00,11.41,8588.37,13.87,11.19,13.82,11.15,8.16,101.99,227.96,34.27
Trident Texofab,540726,,Trading,26.10,26.28,328.50,11.38,2.29,4.00,41.36,7.94,70.86,-0.01,0.00,0.00,0.00,0.00,20.61,51.32,26.50,29.17,26.52,29.20,5.67,-6.79,-36.47,-22.78
Trident Tools,531972,,Trading,2.60,3.65,,-33.41,,4.00,41.36,,75.00,0.00,0.00,0.00,18.32,0.00,-84.83,83.98,4.24,10.06,4.30,10.14,-21.92,-22.39,-71.21,-43.94
Tridev Infra.,531568,,Finance & Investments,1.10,0.72,,7.23,0.15,4.00,17.34,,11.96,0.00,0.00,0.00,0.00,0.00,-133.00,2.66,0.97,1.73,0.96,1.74,-14.06,46.67,129.17,-15.30
Trigyn Techno.,517562,TRIGYN,Computers - Software - Medium / Small,84.60,260.45,4.91,173.06,0.49,3.00,27.79,0.18,44.51,-2.84,0.01,0.00,38.00,0.00,1.28,110.40,72.84,63.70,72.36,63.49,13.25,63.16,191.72,-16.05
Trijal Industrie,531658,,Trading,4.98,2.50,83.33,1.34,3.73,5.00,41.36,2.01,20.88,0.00,0.00,0.00,0.00,0.00,40.17,2.41,3.31,2.62,3.24,2.59,56.60,133.80,95.29,35.54
Trimurthi,536565,,Finance & Investments,9.64,7.81,,12.78,0.75,5.00,17.34,,66.92,2.73,0.00,0.00,0.00,0.00,-47.36,6.63,6.44,5.79,6.31,5.75,114.70,37.71,396.91,8.73
Trinity League,531846,,Finance & Investments,12.56,6.36,,5.23,2.40,0.00,17.34,,54.69,0.04,0.00,0.00,,0.00,-12.70,6.73,11.58,12.02,11.54,12.02,4.67,10.76,-6.27,9.22
Trio Merc. Trad.,534755,,Trading,3.11,21.13,,3.61,0.86,5.00,41.36,,4.81,-5.68,0.00,0.00,0.00,0.00,-57.00,21.09,4.50,5.33,4.55,5.35,-47.11,-47.20,-54.80,3.44
Triton Corp.,523387,,Computers - Software - Medium / Small,0.20,4.00,,0.24,0.83,4.00,27.79,,67.61,0.00,0.23,0.20,0.00,0.00,-10.61,5.20,0.19,0.22,0.19,0.22,5.26,5.26,5.26,-8.37
Triton Valves,505978,,Auto Ancillaries,894.80,92.17,17.16,768.45,1.16,3.00,35.33,0.49,52.40,1.92,0.00,0.00,1.05,0.00,6.36,140.10,939.14,902.75,940.95,902.83,-13.97,22.80,46.21,-22.87
Triven.Engg.Ind.,532356,TRIVENI,Sugar,139.90,3382.15,9.74,58.66,2.39,8.00,11.26,0.87,68.43,0.22,2.78,4.07,185.97,0.00,6.33,3938.37,101.45,80.41,99.88,79.81,91.91,100.72,290.24,53.94
Triveni Enterpri,538569,,Trading,17.90,102.46,788.15,1.58,11.31,4.00,41.36,19.06,3.49,-0.66,0.00,0.00,0.00,0.00,539.11,102.43,25.13,53.89,25.43,54.25,-3.76,-63.98,-79.43,-40.28
Triveni Glass,502281,,Glass & Glass Products,6.09,7.69,,15.14,0.40,6.00,49.02,,5.86,-0.26,2.76,3.50,0.00,41.65,-4.00,24.62,5.70,6.60,5.68,6.60,0.66,-12.50,33.55,-25.37
Triveni Turbine,533655,TRITURBINE,Electric Equipment,99.95,3231.44,30.60,18.08,5.53,8.00,25.64,1.19,67.78,0.04,13.10,14.51,7.30,0.00,19.48,3168.36,100.37,89.46,100.39,89.35,9.29,42.58,52.25,-0.30
TTI Enterprise,538597,,Finance & Investments,1.50,3.81,38.10,10.49,0.14,3.00,17.34,2.20,25.00,1.50,0.00,0.00,0.15,0.00,12.59,2.14,1.21,1.30,1.20,1.29,-1.96,158.62,257.14,5.71
TTK Healthcare,507747,TTKHLTCARE,Pharmaceuticals - Indian - Bulk Drugs & Formln,597.55,844.36,29.71,194.96,3.06,6.00,27.08,1.10,74.56,-0.01,1.99,2.29,24.87,0.00,20.34,655.83,562.84,526.58,561.42,525.87,-0.44,33.26,41.95,-16.04
TTK Prestige,517506,TTKPRESTIG,Domestic Appliances,7374.90,10222.65,58.87,965.95,7.63,5.00,67.10,0.88,70.41,0.02,10.02,12.54,144.04,0.00,37.03,10214.18,7286.64,6498.66,7283.03,6489.86,21.61,23.95,58.99,12.68
Tube Investments,540762,TIINDIA,Cycles And Accessories,1218.95,23503.41,101.87,91.76,13.28,6.00,101.87,1.00,46.66,-3.46,25.45,15.02,34.77,0.04,43.33,23704.61,1125.15,867.14,1121.32,863.60,42.02,75.93,232.96,76.30
Tulasee Bio-Eth.,524514,,Chemicals,17.35,10.22,22.22,2.14,8.11,6.00,25.38,0.88,48.89,0.66,0.00,0.00,0.00,0.00,22.20,10.21,13.68,8.32,13.53,8.23,12.66,7.10,27.11,15.67
Tuni Text. Mills,531411,,Textiles - Processing,0.47,6.14,,0.88,0.54,5.00,16.32,,21.73,0.00,0.00,0.38,0.64,0.00,19.08,15.07,0.51,0.45,0.51,0.45,-21.67,56.67,147.37,-1.38
Turner Industrie,531164,,Diamond Cutting / Jewellery,0.36,0.15,,0.77,0.47,3.00,22.12,,49.85,0.00,0.00,0.00,0.00,0.00,-6.00,0.30,0.65,1.82,0.66,1.83,12.50,12.50,12.50,-21.35
Tuticorin Alkali,506808,,Chlor Alkali / Soda Ash,12.60,153.51,,-18.23,,5.00,23.82,,75.00,29.85,17.93,0.00,34.46,0.00,-4.27,161.96,11.40,8.71,11.36,8.67,53.10,89.47,159.79,18.56
TV Vision,540083,TVVISION,Entertainment / Electronic Media Software,2.70,9.44,,-7.57,,6.00,19.94,,29.72,-1.47,0.00,18.85,1.82,58.92,-0.30,7.50,2.18,1.91,2.16,1.90,42.11,125.00,100.00,-40.00
TV18 Broadcast,532800,TV18BRDCST,Entertainment / Electronic Media Software,36.10,6188.84,13.59,24.45,1.48,7.00,19.94,0.68,60.40,-1.05,12.11,0.08,3374.07,0.00,7.26,6754.97,31.47,30.25,31.28,30.19,20.13,30.80,84.18,-16.65
TVS Elec.,532513,TVSELECT,Computers - Hardware,134.10,250.10,,38.50,3.48,3.00,12.92,,59.84,-0.12,0.00,0.01,2.42,0.00,93.99,250.01,133.58,121.52,133.56,121.39,8.63,40.94,95.20,-33.43
TVS Motor Co.,532343,TVSMOTOR,Automobiles - Motorcycles / Mopeds,618.15,29368.31,48.90,80.55,7.67,5.00,42.41,1.15,57.40,0.00,12.34,20.84,186.27,0.00,16.38,37309.39,581.55,520.27,580.05,519.28,-1.62,29.06,97.21,-0.18
TVS Srichakra,509243,TVSSRICHAK,Tyres,1808.45,1385.27,21.96,976.30,1.85,6.00,21.30,1.03,45.36,0.00,1.49,5.26,53.19,0.00,8.33,1576.30,1804.63,1722.98,1804.47,1722.12,-14.50,26.05,68.17,-18.99
Twinstar Indus.,531917,,Computers - Software - Medium / Small,0.77,1.73,,10.20,0.08,3.00,27.79,,24.56,0.00,0.00,0.12,0.00,0.00,-24.62,19.20,0.73,0.82,0.73,0.82,10.00,6.94,-1.28,-27.13
Tyche Industries,532384,,Chemicals,228.45,234.16,10.52,86.28,2.65,8.00,25.38,0.41,61.97,0.00,0.00,0.00,0.00,0.00,5.78,180.81,204.58,201.72,203.61,201.45,2.60,-8.31,123.31,29.95
Tyroon Tea Co.,526945,,Tea,46.90,15.95,2.39,83.07,0.56,3.00,13.21,0.18,67.22,0.00,0.00,0.09,0.00,0.00,2.21,15.90,44.08,37.30,43.96,37.20,19.34,103.91,99.15,0.65
U. H. Zaveri,541338,,Diamond Cutting / Jewellery,7.80,4.77,159.00,21.27,0.37,7.00,22.12,7.19,63.76,,0.00,0.00,0.00,0.00,36.89,3.32,11.12,16.24,11.25,16.32,-14.75,-25.71,-35.27,
U. Y. Fincorp,530579,,Finance & Investments,3.60,68.49,10.74,12.15,0.30,5.00,17.34,0.62,60.53,4.49,0.00,0.00,10.56,0.00,7.05,75.84,3.21,2.76,3.20,2.76,30.91,87.50,106.90,-20.33
Ucal Fuel Sys.,500464,UCALFUEL,Auto Ancillaries,152.90,338.06,15.54,141.64,1.08,5.00,35.33,0.44,70.34,0.06,0.38,0.00,36.11,8.53,7.84,526.20,141.37,131.71,140.90,131.49,15.79,32.55,58.53,-15.54
UCO Bank,532505,UCOBANK,Banks - Public Sector,11.30,11207.72,107.97,19.37,0.58,4.00,19.38,5.57,94.44,10.21,0.11,1.59,46904.51,0.00,21.46,202300.06,11.86,12.67,11.88,12.68,-15.04,-3.83,-4.64,-15.83
Udaipur Cement,530131,,Cement - North India,23.65,736.48,24.19,6.86,3.45,9.00,18.35,1.32,72.54,-1.04,0.10,0.35,12.44,0.00,9.12,1257.85,21.85,18.79,21.77,18.74,2.83,56.21,162.20,0.21
Uday Jewellery,539518,,Diamond Cutting / Jewellery,106.95,235.52,29.22,22.43,4.77,5.00,22.12,1.32,73.52,8.40,0.00,0.00,1.69,3.74,21.21,241.36,114.50,120.04,114.81,120.17,-10.73,-22.64,25.90,20.52
Uflex,500148,UFLEX,Packaging,438.75,3168.21,4.67,707.47,0.62,5.00,11.33,0.41,44.02,0.00,5.16,1.61,556.20,0.00,3.94,6251.40,389.14,346.07,387.11,345.14,25.93,36.83,154.86,10.74
UFO Moviez,539141,UFO,Entertainment / Electronic Media Software,70.80,200.72,,111.99,0.63,4.00,10.97,,30.57,0.53,20.82,0.00,0.76,26.15,-8.40,269.92,75.23,82.58,75.41,82.70,-16.90,-3.74,3.96,-43.27
Ugar Sugar Works,530363,UGARSUGAR,Sugar,28.30,318.38,6.83,3.19,8.88,9.00,11.26,0.61,44.97,0.00,0.00,0.00,127.40,0.00,6.36,638.41,19.27,16.46,18.90,16.34,76.32,106.57,127.31,24.40
Ugro Capital,511742,,Finance & Investments,101.70,717.28,15.09,133.84,0.76,4.00,17.34,0.87,2.88,-70.93,5.31,8.44,0.00,0.00,13.32,812.91,107.40,111.08,107.63,111.18,-9.48,13.19,-19.51,-0.18
Ujaas Energy,533644,UJAAS,Electric Equipment,2.45,49.07,,9.70,0.25,4.00,25.64,,0.01,-62.90,0.00,0.00,51.08,0.00,-2.48,79.66,2.64,3.33,2.64,3.34,-20.97,-18.33,-25.76,-47.21
Ujjivan Fin.Ser.,539874,UJJIVAN,Finance & Investments,205.60,2501.35,,245.60,0.84,5.00,17.34,,0.00,0.00,23.61,19.32,5.30,0.00,16.95,16358.06,217.64,238.98,218.13,239.32,-18.04,-10.57,24.23,-20.59
Ujjivan Small,542904,UJJIVANSFB,Banks - Private Sector,29.10,5029.39,,18.32,1.59,5.00,21.48,,83.32,,4.39,3.13,20.73,0.00,18.08,18419.85,30.92,34.65,30.99,34.70,-20.27,-12.61,9.19,
Ultra Wiring,,UWCSL,Auto Ancillaries,27.65,14.39,16.17,24.29,1.14,5.00,35.33,0.46,73.56,,,,0.51,0.00,9.80,18.92,26.81,28.63,26.78,28.64,-3.15,5.94,13.55,
Ultracab India,538706,,Cables - Power,129.40,164.64,95.17,17.11,7.56,6.00,18.73,5.08,63.18,0.71,0.00,0.00,0.00,0.00,27.71,193.16,126.55,101.77,126.43,101.49,7.83,50.29,135.27,13.80
Ultramarine Pig.,506685,,Dyes And Pigments,400.60,1169.75,20.24,141.58,2.83,6.00,22.02,0.92,48.63,-4.63,0.78,0.13,9.00,0.00,13.44,1160.60,332.51,280.46,329.73,279.25,22.32,69.85,163.55,6.30
UltraTech Cem.,532538,ULTRACEMCO,Cement - North India,6481.90,187102.25,34.25,1530.37,4.24,7.00,18.35,1.87,59.96,-2.02,17.28,13.74,3912.55,0.00,16.30,202878.28,6391.84,5476.41,6388.17,5466.30,2.04,40.14,96.08,17.79
Umang Dairies,500231,UMANGDAIRY,Food - Processing - Indian,59.35,130.59,19.46,27.81,2.13,4.00,38.51,0.51,74.61,0.00,0.00,0.00,7.75,0.00,8.35,149.46,58.17,53.55,58.12,53.49,-2.06,37.54,64.86,-12.54
Umiya Tubes,539798,,Steel - Medium / Small,7.80,7.81,37.19,13.71,0.57,7.00,16.37,2.27,51.68,-10.60,0.00,0.00,0.01,0.00,11.04,10.38,7.65,8.11,7.65,8.11,18.36,-7.91,-23.53,-51.28
Uni Abex Alloy,504605,,Castings & Forgings,415.75,82.11,24.96,250.48,1.66,8.00,38.75,0.64,63.62,0.29,0.00,0.03,18.99,0.00,5.81,94.20,408.93,404.45,408.65,404.33,1.30,8.88,-2.76,-11.64
Unichem Labs.,506690,UNICHEMLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,330.75,2328.67,132.76,356.83,0.93,3.00,27.08,4.90,50.93,0.26,1.50,8.94,182.04,0.00,16.64,2331.75,320.18,274.59,319.75,274.02,3.80,41.71,141.07,6.06
Unick Fix-A-Form,541503,,Printing & Stationery,28.70,15.74,7.60,44.08,0.65,5.00,23.22,0.33,35.65,,0.00,0.00,0.00,0.00,3.74,31.10,27.35,26.94,27.29,26.93,8.30,12.55,29.57,
Uniinfo Telecom,,UNIINFO,Telecommunications - Service Provider,18.95,20.26,21.33,35.97,0.53,6.00,27.21,0.78,50.91,,,,0.00,0.00,6.67,23.01,19.58,19.17,19.61,19.17,-10.61,96.37,54.69,-28.57
Union Bank (I),532477,UNIONBANK,Banks - Public Sector,34.55,22135.65,15.91,52.89,0.65,1.00,19.38,0.82,89.07,21.64,0.66,4.37,210795.63,0.00,11.62,472037.06,34.85,33.76,34.86,33.75,-0.72,39.03,45.17,-27.83
Union Qual. Pla.,526799,,Plastics Products,13.25,9.18,6.08,3.35,3.96,4.00,21.87,0.28,65.23,8.96,0.00,0.03,0.00,0.00,4.57,12.61,14.31,18.99,14.35,19.04,9.50,-36.75,28.52,-30.37
Uniphos Enter.,500429,UNIENTER,Trading,83.30,579.35,25.38,319.02,0.26,5.00,41.36,0.61,73.78,1.59,15.40,0.09,35.58,0.00,25.04,577.93,79.61,72.45,79.45,72.34,2.71,35.01,85.94,1.34
Uniply Decor,526957,,Miscellaneous,2.50,30.59,,22.71,0.11,4.00,26.63,,38.06,0.65,0.00,0.00,0.00,0.00,48.79,67.82,3.16,5.30,3.19,5.33,-18.57,-16.67,-47.03,-64.31
Uniply Industrie,532646,UNIPLY,Miscellaneous,4.00,67.06,,36.75,0.11,1.00,26.63,,8.84,-24.58,0.48,0.00,0.54,21.72,-7.99,284.74,4.36,9.00,4.37,9.06,-20.00,6.67,-38.46,-64.39
Unique Organics,530997,,Food - Processing - Indian,13.95,8.30,4.72,23.65,0.59,5.00,17.41,0.27,32.96,0.00,0.00,0.00,0.00,0.00,4.14,13.25,13.95,13.20,13.95,13.20,-28.46,3.03,236.96,15.69
Uniroyal Ind,521226,,Textiles - Processing,4.61,3.81,,19.40,0.24,6.00,16.32,,53.98,1.37,0.00,0.05,1.24,0.00,9.21,23.48,5.48,6.77,5.52,6.79,-25.65,-12.36,-24.55,-29.09
Uniroyal Marine,526113,,Aquaculture,8.56,5.55,,5.99,1.43,6.00,26.57,,31.79,-1.21,0.00,0.01,7.69,0.00,11.83,19.64,10.01,10.04,10.07,10.06,-24.91,-43.87,5.42,-6.58
Unishire Urban,537582,,Finance & Investments,1.50,3.65,,10.34,0.15,4.00,17.34,,19.87,-6.81,0.00,0.00,0.00,0.00,-20.11,3.62,1.60,3.74,1.60,3.77,-14.29,45.63,-61.93,-45.49
Unison Metals,538610,,Steel - Medium / Small,23.00,7.37,,69.03,0.33,7.00,16.37,,58.38,4.85,0.00,0.00,0.05,0.00,6.21,51.30,32.14,42.33,32.52,42.52,-54.64,-55.77,-55.77,-20.63
Unistar Multim.,532035,,Entertainment / Electronic Media Software,3.23,3.23,,42.43,0.08,2.00,19.94,,19.44,0.38,0.00,0.00,0.00,0.00,-161.50,3.23,3.54,2.81,3.55,2.80,9.49,293.90,144.70,8.34
