NAME,MCAP,CMP,PE,Earning1,Earning2,Earning3,Earning4,DebtScore1,DebtScore2,DebtScore3,DebtScore4,DebtScore5,CashScore,IV-Max,IV-Avg,IV-Min,CAGR-Max,CAGR-Avg,CAGR-Min,ReturnMultiple-Max,ReturnMultiple-Avg,ReturnMultiple-Min
20 MICRONS LTD,140.09,39.7,7.093164556962026,9.0,5.0,5.0,5.0,3.0,0.0,0.0,8.0,6.0,6.0,380.1060583490489,237.57855080142605,164.20404209195064,0.4953731553424561,0.42468399283906066,0.37061066996972314,55.91081205900451,34.449700276384846,23.395971520261536
20 MICRONS LTD,140.09,39.7,7.093164556962026,9.0,5.0,5.0,5.0,3.0,0.0,0.0,8.0,6.0,6.0,380.1060583490489,237.57855080142605,164.20404209195064,0.4953731553424561,0.42468399283906066,0.37061066996972314,55.91081205900451,34.449700276384846,23.395971520261536
TWENTY FIRST CENTURY MANAGEMENT SERVICES LTD,13.28,12.65,-2.9251101321585904,3.0,0.0,0.0,0.0,10.0,10.0,10.0,8.0,0.0,4.0,-567.4836059965382,-352.3188816438251,-241.5500468228352,,,,-263.88947221416134,-162.2120378976845,-109.8422077166086
TWENTY FIRST CENTURY MANAGEMENT SERVICES LTD,13.28,12.65,-2.9251101321585904,3.0,0.0,0.0,0.0,10.0,10.0,10.0,8.0,0.0,4.0,-567.4836059965382,-352.3188816438251,-241.5500468228352,,,,-263.88947221416134,-162.2120378976845,-109.8422077166086
3I INFOTECH LTD,1252.91,7.75,10.59364166737127,4.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,6.0,5.0,14.890593188147431,9.374695640813284,6.535059421873497,0.2724833376839306,0.21264589057794958,0.16699276435317345,11.130663219736444,6.8760653199351855,4.684698366203473
3I INFOTECH LTD,1252.91,7.75,10.59364166737127,4.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,6.0,5.0,14.890593188147431,9.374695640813284,6.535059421873497,0.2724833376839306,0.21264589057794958,0.16699276435317345,11.130663219736444,6.8760653199351855,4.684698366203473
3M INDIA LTD,27871.78,24730.95,482.29416854127015,8.0,5.0,5.0,5.0,10.0,10.0,0.0,8.0,6.0,7.0,9619.454828980668,6116.630726996932,4313.343754530311,0.0834193317753027,0.03285048008749736,-0.005590225775694346,2.2282596995307964,1.3815752902386849,0.9454832602846297
3M INDIA LTD,27871.78,24730.95,482.29416854127015,8.0,5.0,5.0,5.0,10.0,10.0,0.0,8.0,6.0,7.0,9619.454828980668,6116.630726996932,4313.343754530311,0.0834193317753027,0.03285048008749736,-0.005590225775694346,2.2282596995307964,1.3815752902386849,0.9454832602846297
3P LAND HOLDINGS LTD,26.28,14.6,15.736526946107785,7.0,2.0,2.0,2.0,5.0,5.0,0.0,8.0,6.0,4.0,-33.631019512203494,-20.97790416931967,-14.463960735500676,,,,-13.481292632646026,-8.300590248049849,-5.632225276767028
3P LAND HOLDINGS LTD,26.28,14.6,15.736526946107785,7.0,2.0,2.0,2.0,5.0,5.0,0.0,8.0,6.0,4.0,-33.631019512203494,-20.97790416931967,-14.463960735500676,,,,-13.481292632646026,-8.300590248049849,-5.632225276767028
52 WEEKS ENTERTAINMENT LTD,2.72,0.78,3.2380952380952386,1.0,4.0,4.0,3.0,6.0,1.0,10.0,8.0,6.0,1.0,8.184208718881264,5.110683815523325,3.528404130215043,0.5092812327227358,0.4378875548172707,0.3832573587682484,61.334060620404415,37.77889476102942,25.646605583639698
5PAISA CAPITAL LTD,936.82,367.15,54.12016175621029,6.0,1.0,2.0,1.0,5.0,4.0,10.0,8.0,0.0,2.0,142.0726362176326,127.26596142835322,119.64334522620474,0.017280185748084875,-0.005557009022041481,-0.019454809104470283,1.186877386508014,0.945799132137177,0.8216297200486088
63 MOONS TECHNOLOGIES LTD,395.58,85.85,-3.984889694771835,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,6.0,3.0,-1211.1059996659017,-713.042877077166,-456.6352715905909,,,,-87.62093909332103,-52.94021787430798,-35.07761647207499
7NR RETAIL LTD,6.58,6.28,-12.185185185185183,4.0,1.0,1.0,1.0,6.0,6.0,10.0,8.0,6.0,3.0,138.29578250984375,86.89368348780246,60.43139682276779,0.624322128796257,0.5478280326426119,0.48942444862905865,127.85614598171544,78.92726954312312,53.726034212338504
A & M FEBCON LTD,1.92,1.5,6.857142857142858,4.0,2.0,2.0,1.0,4.0,2.0,10.0,8.0,6.0,2.0,51.60433668401559,32.345550831243905,22.43094575182823,0.6988807161625838,0.6187345132122035,0.5574890812757303,200.27598085481767,123.5253987630208,83.99435652669267
A AND M JUMBO BAGS LTD,10.24,9.75,-15.058823529411764,5.0,2.0,2.0,1.0,3.0,1.0,10.0,0.0,6.0,3.0,409.59217444947177,255.75084737758593,176.55187738688673,0.7338866407010145,0.6518634551112328,0.5890976965147645,245.58792203897093,151.2660449981689,102.68475735855098
ABB INDIA LTD,29072.77,1371.95,98.2486904802136,8.0,7.0,6.0,7.0,10.0,10.0,0.0,8.0,6.0,8.0,528.1256002718278,349.28127458716153,257.21052446753896,0.07725738467916488,0.028577035424988795,-0.007862237435191766,2.1047222824732565,1.3254649195793866,0.9241017652428715
A B INFRABUILD LTD,7.79,6.15,,3.0,2.0,2.0,2.0,2.0,1.0,0.0,8.0,6.0,5.0,-463.8832644960756,-289.15275156914385,-199.19983115983658,,,,-441.78286481731374,-271.94376905487803,-184.466693507301
A B M INTERNATIONAL LTD,63.56,54.05,12.763052208835342,5.0,3.0,3.0,2.0,5.0,4.0,0.0,8.0,6.0,4.0,88.32940707152173,55.97367723353603,39.316641538125005,0.2511360791410462,0.19258757413561178,0.14802455794439573,9.398217264799007,5.819729512468535,3.9765988595913293
A F ENTERPRISES LTD,16.74,17.6,-11.544827586206893,7.0,6.0,5.0,5.0,7.0,7.0,10.0,8.0,0.0,3.0,-123.72615446917568,-77.24336262131405,-53.31358180940973,,,,-41.10368340268444,-25.315812378658894,-17.18413468628658
A INFRASTRUCTURE LTD,96.59,22.65,25.08831168831169,6.0,4.0,4.0,4.0,0.0,0.0,10.0,0.0,0.0,6.0,60.20189144997044,37.77054708074623,26.222678875481094,0.31495777943291614,0.2529664418704498,0.2056107297016423,15.456746615808424,9.536618171847485,6.487405499000274
A K SPINTEX LTD,12.43,24.7,12.814432989690724,9.0,5.0,5.0,5.0,5.0,1.0,10.0,8.0,0.0,4.0,-257.9204833725681,-161.0150207987953,-111.12717227075424,,,,-61.05787081561737,-37.60503632843921,-25.525453797516057
A R C FINANCE LTD,24.49,4.85,306.1249999999999,3.0,3.0,3.0,2.0,10.0,10.0,10.0,8.0,0.0,1.0,0.565994500211921,0.3537365376468872,0.24446413128224403,-0.037614647097381715,-0.08311105926432649,-0.11791430731334918,0.6815379538076763,0.4199207584728459,0.2851725895773783
A-1 ACID LTD,105.0,105.0,,1.0,1.0,1.0,1.0,2.0,2.0,10.0,8.0,6.0,1.0,876.8632513517239,547.5547600396351,378.02363457734816,0.4752205190860479,0.40543725768644734,0.3520390563440392,48.81681537303272,30.068698028273815,20.412320207961308
A.K.CAPITAL SERVICES LTD,265.91,402.9,12.362157136215714,4.0,5.0,4.0,5.0,9.0,9.0,0.0,8.0,6.0,9.0,180.48332026028282,113.90121978531187,79.624124821285,0.09976107297082071,0.048137720066844025,0.008786145250800015,2.588114189157051,1.6002340430032758,1.0914179439236982
A2Z INFRA ENGINEERING LTD,73.09,4.15,-0.20114483859427032,2.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,6.0,5.0,426.3505613333809,266.2392477332642,183.81242938515064,0.8960662902221148,0.8063769119596662,0.7377470736881426,600.5306398946675,369.8994939885757,251.11095426229645
AAA TECHNOLOGIES LTD,36.26,42.4,,5.0,7.0,7.0,0.0,10.0,10.0,0.0,0.0,6.0,1.0,-5.602226817225578,-3.0956611302747525,-1.8052574110727382,,,,-0.8696009094732484,-0.5162084597352453,-0.33419066292057337
AAKASH EXPLORATION SERVICES LTD,150.51,148.65,35.00232558139535,4.0,4.0,4.0,4.0,5.0,2.0,10.0,8.0,0.0,0.0,-7.5018288251067515,-4.590821559984773,-3.092207491702758,,,,-0.30145755992333256,-0.18439381623313364,-0.12409913611428995
AANANDA LAKSHMI SPINNING MILLS LTD,1.71,4.9,-0.34545454545454546,1.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,6.0,4.0,-147.1250748608857,-91.84310466931395,-63.38342363586078,,,,-175.5763513435675,-108.13419225146212,-73.3975327119884
AANCHAL ISPAT LTD,10.91,5.23,-1.1400208986415883,6.0,7.0,7.0,7.0,6.0,0.0,10.0,0.0,6.0,3.0,-588.1391922235786,-366.9514111949724,-253.08184983966552,,,,-657.9708673150205,-405.155495961274,-274.94078161520395
AARCON FACILITIES LTD,4.34,7.29,-54.25,4.0,1.0,2.0,1.0,10.0,10.0,10.0,8.0,6.0,4.0,-14.334661985550584,-8.93371280053606,-6.153253085537756,,,,-11.519030752592167,-7.090225374423963,-4.809131372407832
AAREY DRUGS & PHARMACEUTICALS LTD,72.73,31.1,12.306260575296108,7.0,8.0,8.0,7.0,10.0,10.0,10.0,0.0,6.0,4.0,59.27496358406534,37.047005059375415,25.603841810212696,0.27248157587563626,0.21232687879880574,0.16631106202287538,11.130509111843455,6.857997795785779,4.657404384151994
AARNAV FASHIONS LTD,108.19,72.1,40.52059925093633,5.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,0.0,2.0,-706.7889174470657,-441.26101862205775,-304.56474531892405,,,,-57.31649296323886,-35.30148093775998,-23.96246113499687
AARON INDUSTRIES LTD,54.89,54.65,40.96268656716419,4.0,4.0,4.0,4.0,3.0,3.0,10.0,8.0,6.0,0.0,-7.026593324435795,-4.358825797339988,-2.9854338464119055,,,,-0.7570078561099309,-0.4651967286846319,-0.3148969174143673
AARTECH SOLONICS LTD,26.12,37.0,,6.0,4.0,4.0,3.0,10.0,10.0,10.0,8.0,6.0,4.0,116.72733467433856,73.07801911216077,50.60693868714515,0.33800301743721195,0.2748275208124997,0.2265300819899594,18.389542651284934,11.337421785269907,7.705166755898256
AARTI DRUGS LTD,7286.38,781.8,27.59678824376018,9.0,7.0,9.0,7.0,2.0,0.0,0.0,8.0,0.0,6.0,1109.7918780506727,692.9484628032365,478.3535307172962,0.23566642065490995,0.17721144440809433,0.1324803226247926,8.298745543822383,5.111457509700458,3.4698176098815923
AARTI INDUSTRIES LTD,29550.17,1696.0,60.72160690434604,9.0,9.0,9.0,9.0,2.0,0.0,0.0,8.0,0.0,4.0,-211.36869557423577,-129.4468727005135,-87.27274358417016,,,,-0.7438661531521781,-0.4551189459369035,-0.3063972329159306
AARTI SURFACTANTS LTD,1157.28,1525.85,95.17105263157895,1.0,1.0,1.0,1.0,2.0,0.0,10.0,8.0,6.0,0.0,-1451.9168714871544,-906.4457830640539,-625.6321084483329,,,,-5.563669719218761,-3.4266726451247695,-2.3259940666368504
AARVEE DENIMS & EXPORTS LTD,49.74,21.2,-1.4459302325581396,5.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,1973.1825868230092,1232.7983770111248,851.641584291316,0.8773305855398483,0.7885595551222835,0.7206446780355886,543.7603763599029,334.991708524955,227.4636246866519
AARVI ENCON LTD,71.33,48.25,8.762899262899264,7.0,6.0,6.0,5.0,10.0,8.0,10.0,8.0,6.0,4.0,-55.893481122913336,-34.68732268764615,-23.77019178726106,,,,-6.817261829467782,-4.189967569308139,-2.8367572413211444
AAVAS FINANCIERS LTD,17353.04,2210.45,59.94141623488774,8.0,7.0,7.0,7.0,1.0,1.0,10.0,8.0,6.0,0.0,-9825.874109760653,-6107.718182933485,-4193.576350733056,,,,-26.114485040466537,-16.0592798851815,-10.88026066662887
AAYUSH FOOD AND HERBS LTD,9.41,29.0,7.713114754098361,5.0,4.0,4.0,4.0,9.0,9.0,10.0,8.0,6.0,2.0,-2226.216267819063,-1388.0591005851898,-956.5678647859377,,,,-449.48133517750404,-276.7100761324389,-187.72276486533605
ABAN OFFSHORE LTD,195.23,33.45,-0.04371169936703901,3.0,2.0,2.0,1.0,7.0,5.0,0.0,8.0,6.0,8.0,15037.037354471197,9388.311911066234,6480.2946351304645,1.1976929184719638,1.0937220560250984,1.014158878242419,2628.270664805984,1618.7891350706543,1098.8470590479417
ABANS ENTERPRISES LTD,145.71,104.45,102.61267605633803,5.0,4.0,4.0,4.0,10.0,9.0,10.0,0.0,6.0,1.0,-215.97708453140265,-134.7294922384603,-92.90246340102354,,,,-12.100620545503485,-7.4506940423186485,-5.055709717986497
ABB POWER PRODUCTS AND SYSTEMS INDIA LTD,7297.91,1721.95,66.30846810830457,2.0,1.0,1.0,1.0,2.0,2.0,10.0,8.0,6.0,1.0,8124.009938796526,5086.158917267044,3522.2444836772625,0.3929464420032871,0.32717729918646943,0.27689724656908865,27.50072756050834,16.954674111106815,11.52283929015079
ABBOTT INDIA LTD,33682.1,15850.4,51.88326992097845,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,8.0,13966.985134989249,8914.173240533482,6312.937894905851,0.17524222900887465,0.12054419006029926,0.07902253368069068,5.0265948515174985,3.120972065837641,2.139464788966171
ABC GAS (INTERNATIONAL) LTD,1.7,8.58,-21.25,4.0,3.0,2.0,3.0,10.0,4.0,10.0,0.0,6.0,2.0,-158.18888079754126,-98.68543866853157,-68.05250396096324,,,,-107.88794669191176,-66.43085477941177,-45.07802582720588
ABC INDIA LTD,35.02,64.65,38.48351648351649,3.0,2.0,2.0,2.0,5.0,2.0,10.0,8.0,6.0,9.0,1436.0236972323867,897.3431240004309,620.0252708202178,0.6267058167505832,0.5497949214023221,0.49095721033782147,129.74487027590484,79.93598557520704,54.28149447971693
ABHINAV CAPITAL SERVICES LTD,23.54,34.0,14.441717791411042,5.0,5.0,5.0,5.0,10.0,10.0,10.0,0.0,6.0,3.0,-29.882314673526295,-18.658990614077943,-12.881117253919035,,,,-5.13790431365495,-3.1646338346962626,-2.1482840361485764
ABHINAV LEASING & FINANCE LTD,3.7,0.74,24.666666666666668,6.0,1.0,4.0,1.0,7.0,7.0,10.0,0.0,6.0,4.0,3.9055236430425637,2.458602688538673,1.7137140982243124,0.4077963872397681,0.3415919110679544,0.29107951790983266,30.577252783530405,18.888797508445947,12.868558878800673
ABHISHEK INFRAVENTURES LTD,1.71,5.25,-19.000000000000004,3.0,1.0,1.0,0.0,9.0,9.0,10.0,0.0,0.0,2.0,11.056394371872136,6.943152542142101,4.825616750962551,0.28457303182424387,0.22405471520710285,0.1778396259495667,12.234550064875732,7.551066794590644,5.13879877101608
ABIRAMI FINANCIAL SERVICES (INDIA) LTD,2.34,3.9,46.79999999999998,4.0,5.0,4.0,5.0,10.0,10.0,10.0,8.0,6.0,6.0,29.977321033005076,20.15254911970705,15.094663629918177,0.4502962159798112,0.385733936941268,0.3377378396068962,41.168698584668824,26.109498530982922,18.35312903979701
ABM KNOWLEDGEWARE LTD,220.42,110.2,10.097114063215757,7.0,7.0,7.0,7.0,10.0,10.0,10.0,8.0,6.0,6.0,347.25237165024345,217.30922564384912,150.41326526092416,0.3379081400585362,0.2747181252011519,0.22640235872459713,18.376506843852088,11.327696662904913,7.6971468301282755
ACC LTD,35768.78,1904.75,21.64643157569853,7.0,7.0,5.0,7.0,10.0,10.0,10.0,0.0,6.0,8.0,7005.232402751507,4432.4687159690175,3107.985640446434,0.35708132349061694,0.2935029190898184,0.24508455062400403,21.186476546289352,13.112156720102695,8.953409393641426
ACCEL LTD,75.14,13.18,-14.791338582677167,2.0,0.0,0.0,0.0,4.0,4.0,10.0,8.0,6.0,3.0,-219.41146786854296,-136.87996044853097,-94.39195996222196,,,,-97.41468606017101,-59.98222339133617,-40.70231407414491
ACCELYA SOLUTIONS INDIA LTD,1326.31,888.35,46.068426536992014,7.0,6.0,6.0,6.0,10.0,10.0,0.0,8.0,6.0,9.0,1305.5381823230573,821.150608473555,571.7833048019717,0.2389603753704561,0.18065871317088522,0.1361619900909672,8.522640494140932,5.263125976039726,3.584285209322527
ACCORD SYNERGY LTD,5.99,17.25,9.661290322580646,3.0,3.0,3.0,1.0,3.0,2.0,10.0,8.0,6.0,2.0,556.7068231099123,347.59306152990064,239.9393195657609,0.6887759073015127,0.6088839861030126,0.5477480658159735,188.6775574478819,116.2110137990401,78.88650211941776
ACCURACY SHIPPING LTD,91.31,60.65,29.45483870967742,4.0,2.0,3.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,-450.31586042248307,-281.0598788618683,-193.92529897033023,,,,-43.425753282228804,-26.74340232621016,-18.151015112066712
ACE EDUTREND LTD,1.1,1.2,-1.0476190476190474,4.0,2.0,2.0,2.0,10.0,10.0,0.0,8.0,6.0,2.0,0.7835401299075978,0.4912328663714547,0.34075032287360246,0.14282729673522887,0.08892220251976068,0.04773281242612404,3.8001964747159542,2.3440589488636636,1.5940628906250185
ACE MEN ENGG WORKS LTD,16.3,52.6,74.09090909090908,1.0,0.0,0.0,0.0,7.0,7.0,10.0,8.0,6.0,1.0,-4.55487033910563,-2.825535137858083,-1.935257022644827,,,,-0.5098424689800612,-0.31330856978527616,-0.21208210793711652
ACE SOFTWARE EXPORTS LTD,5.76,12.3,-2.679069767441861,8.0,5.0,6.0,5.0,10.0,10.0,10.0,0.0,6.0,2.0,-489.8964615687493,-305.6540769105668,-210.8043549841568,,,,-233.03985960839844,-143.49751383463544,-97.37796455891923
ACEWIN AGRITECK LTD,8.21,8.0,11.898550724637682,7.0,6.0,6.0,4.0,10.0,10.0,10.0,8.0,0.0,4.0,-0.6414081550128689,-0.38031356314136766,-0.24589959818185844,,,,-0.4945452036769186,-0.2994476058160781,-0.1989609232262486
ACI INFOCOM LTD,3.31,0.3,-27.583333333333336,3.0,3.0,4.0,3.0,10.0,10.0,0.0,8.0,6.0,2.0,8.926389102716916,5.575011262476281,3.849690257719958,0.6750586597974007,0.5958320116501694,0.535211418820801,173.90024920298342,107.12028653700904,72.72469691748488
ACKNIT INDUSTRIES LTD,29.02,95.45,5.559386973180076,7.0,8.0,8.0,8.0,1.0,0.0,0.0,8.0,6.0,5.0,3715.3041658758802,2320.187631397688,1601.9684464056297,0.7206831934045059,0.6392930851255882,0.577015005398376,227.51454587949047,140.14127662495696,95.13892871968686
ACME RESOURCES LTD,37.2,14.45,-68.8888888888889,6.0,3.0,3.0,3.0,5.0,4.0,10.0,8.0,6.0,7.0,283.7241969901045,177.14414930191677,122.27573286840652,0.6069141560430382,0.5308931527026075,0.472718712024091,114.79600293333328,70.70478494623656,47.99522688172041
ACROW INDIA LTD,8.54,133.5,-47.444444444444436,2.0,1.0,1.0,1.0,10.0,10.0,10.0,8.0,6.0,1.0,-700.287584031447,-419.6477957245677,-275.1717788092498,,,,-32.016918054632605,-19.450485308108902,-12.978036889819963
ACRYSIL LTD,882.53,330.6,42.737530266343825,10.0,7.0,6.0,7.0,9.0,2.0,10.0,8.0,0.0,4.0,33.500231360267584,21.95713666129742,16.014642351973396,-0.05630084105811284,-0.09928184722889444,-0.13157311158100027,0.5601904230468806,0.35147072284369996,0.24396786020199063
ACTION CONSTRUCTION EQUIPMENT LTD,1608.62,141.75,29.199854783082223,5.0,6.0,6.0,6.0,10.0,10.0,0.0,8.0,6.0,6.0,-292.1613080821029,-182.25051660592464,-125.66740177288428,,,,-12.061957484541294,-7.426834086146047,-5.039474227253988
ACTION FINANCIAL SERVICES (I) LTD,5.09,4.07,-2.0039370078740157,5.0,1.0,2.0,1.0,10.0,10.0,10.0,8.0,0.0,3.0,257.5270978318152,161.32733213695073,111.80278303565655,0.8057310133388809,0.7205095195694391,0.6553725776142936,368.5789860240055,227.2850127394401,154.51034610602895
AD MANUM FINANCE LTD,12.94,17.25,6.919786096256684,3.0,5.0,5.0,5.0,5.0,2.0,0.0,8.0,6.0,5.0,-2330.2880852786197,-1454.802135507799,-1004.0936894555982,,,,-789.8747848131038,-486.4827922744397,-330.2181576054144
ADANI ENTERPRISES LTD,142854.33,1298.9,387.3175446682753,6.0,5.0,5.0,5.0,7.0,3.0,0.0,0.0,6.0,6.0,846.7331178507673,529.3812240612644,366.0054680722254,0.142989203132446,0.08896857246411827,0.04764982493048242,3.8055837149634995,2.3450573187528256,1.5928007353848783
ADANI GREEN ENERGY LTD,172495.13,1102.9,473.2766208467089,3.0,2.0,1.0,2.0,2.0,2.0,10.0,0.0,6.0,2.0,-331.0923669711437,-206.4906770888288,-142.3445488305314,,,,-1.7572543559154203,-1.0818998083362554,-0.7340526856536287
ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,156755.49,767.75,81.30766677213386,6.0,6.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,8.0,989.485710505275,620.9476613275805,431.2207884983022,0.2231093282696126,0.16545789724284132,0.1214212192824684,7.492949129227838,4.6234470721328496,3.1454855515207942
ADANI POWER LTD,37431.59,97.05,-75.05231182580103,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,-53.90067123576762,-33.60935913538381,-23.16319977952179,,,,-3.2517203382718303,-2.0018682389994646,-1.3581212500006674
ADANI TOTAL GAS LTD,144108.12,1310.3,305.3461595507999,4.0,6.0,6.0,5.0,5.0,3.0,10.0,8.0,6.0,5.0,35.89293007971648,22.427420305995202,15.49524853670141,-0.16743828844279418,-0.20680365274389634,-0.2369192614783704,0.1600163440292636,0.09858414079238773,0.06694296030045249
ADANI TRANSMISSION LTD,129381.66,1176.4,-6100.031117397453,5.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,3.0,-14.185260382295523,-8.82536856510731,-6.066045571328612,,,,-0.07077058269937563,-0.043534475104508634,-0.02950628547595152
ADARSH PLANT PROTECT LTD,5.75,5.8,191.66666666666677,6.0,2.0,2.0,2.0,3.0,1.0,10.0,0.0,0.0,5.0,0.050434782608694155,0.050434782608694724,0.05043478260869501,-0.33314223039643376,-0.33314223039643154,-0.3331422303964303,0.017391304347824574,0.01739130434782516,0.017391304347825456
ADC INDIA COMMUNICATIONS LTD,94.62,205.7,35.044444444444444,7.0,3.0,3.0,3.0,10.0,10.0,10.0,8.0,6.0,7.0,331.1358870856711,216.38167893285376,157.30512739248218,0.2447874972707038,0.1879471621052975,0.14519167842701264,8.932071190772957,5.597205392292854,3.8795543056271122
ADCON CAPITAL SERVICES LTD,2.18,6.14,36.333333333333336,5.0,4.0,4.0,4.0,10.0,10.0,10.0,8.0,6.0,5.0,-1.9384518491574354,-1.1837717046914251,-0.7952552296209034,,,,-1.890007395498852,-1.1552591026376147,-0.7768207246272932
ADD-SHOP E-RETAIL LTD,60.67,53.55,13.04731182795699,5.0,4.0,5.0,2.0,2.0,2.0,10.0,8.0,0.0,1.0,-189.37721467246524,-118.18983256519797,-81.54189506661258,,,,-20.685265415830518,-12.73855147467859,-8.645528648194121
ADDI INDUSTRIES LTD,4.49,4.16,-4.628865979381444,2.0,0.0,1.0,0.0,10.0,10.0,10.0,8.0,6.0,2.0,-200.2386874803045,-124.27265191793241,-85.16461843090077,,,,-283.2574907326003,-174.09582231347437,-117.87117349317924
ADF FOODS LTD,1799.44,898.7,56.32050078247261,8.0,7.0,6.0,6.0,10.0,10.0,0.0,8.0,6.0,7.0,820.5911999098671,514.8072950981334,357.3868492285588,0.18171193578703648,0.12599987762705123,0.08344006665342985,5.3102653265451725,3.2762982750015297,2.2286861888064826
ADHUNIK INDUSTRIES LTD,111.3,23.8,176.66666666666666,5.0,4.0,3.0,4.0,5.0,2.0,0.0,8.0,6.0,7.0,287.7940252579331,179.73164546919853,124.10011045252247,0.5308337122586619,0.45842535560239583,0.4030205709663901,70.67733698513588,43.53535215914196,29.555641265863645
ADINATH EXIM RESOURCES LTD,2.63,6.09,5.259999999999999,9.0,4.0,6.0,4.0,10.0,10.0,10.0,8.0,6.0,8.0,-956.2548657209418,-597.0095166936418,-412.0666137790263,,,,-918.0779980024953,-565.4491043845059,-383.8245836650427
ADINATH TEXTILES LTD,2.0,2.94,9.090909090909088,3.0,4.0,3.0,4.0,5.0,4.0,10.0,8.0,6.0,1.0,-90.54806827939136,-56.28015700689088,-38.63871222627913,,,,-180.9494013151562,-111.27322070312496,-75.38590931640623
ADITYA BIRLA MONEY LTD,248.57,44.15,15.752217997465147,5.0,6.0,6.0,5.0,1.0,1.0,0.0,8.0,6.0,4.0,-1996.1547572989505,-1232.7330918709658,-839.716399144257,,,,-267.4872543589721,-164.1212316795822,-110.88167965308438
ADITRI INDUSTRIES LTD,1.31,1.05,-1.3645833333333335,5.0,1.0,1.0,0.0,6.0,4.0,10.0,8.0,0.0,4.0,0.01603053435114504,0.01603053435114504,0.01603053435114504,-0.2945294811840623,-0.2945294811840623,-0.2945294811840623,0.03053435114503817,0.03053435114503817,0.03053435114503817
ADITYA BIRLA FASHION & RETAIL LTD,16222.61,176.05,-24.763940832557356,9.0,3.0,2.0,2.0,1.0,1.0,10.0,8.0,6.0,4.0,-1863.3545611812456,-1162.7986403389464,-802.1458274204115,,,,-61.915546178429814,-38.12793607723651,-25.875924509599376
ADITYA BIRLA CAPITAL LTD,27993.07,115.9,450.3389639639639,8.0,2.0,3.0,2.0,10.0,10.0,10.0,8.0,6.0,4.0,24.337717935805856,15.19967870581464,10.495329695540372,0.020694769489355336,-0.02758310543301512,-0.06452358473603403,1.2273230552582637,0.7560055012890243,0.5132493732586648
ADITYA CONSUMER MARKETING LTD,40.68,27.8,,8.0,6.0,6.0,2.0,8.0,4.0,10.0,8.0,0.0,3.0,-118.85613865235206,-73.81078456233963,-50.621010301433174,,,,-25.142654032893923,-15.456547481870693,-10.467635649044366
ADITYA ISPAT LTD,3.58,6.7,12.344827586206897,7.0,8.0,8.0,8.0,3.0,0.0,0.0,0.0,6.0,4.0,-683.2063006979727,-426.45492255136907,-294.2768850894207,,,,-596.3409649608936,-367.26368715083805,-249.2754804469273
ADITYA SPINNERS LTD,12.0,7.17,5.2631578947368425,8.0,6.0,6.0,6.0,6.0,3.0,10.0,0.0,0.0,4.0,-336.62172733466036,-210.14341926990133,-145.03119022487613,,,,-274.52589471067705,-169.07726888020832,-114.76505432942706
ADITYA VISION LTD,351.29,292.05,20.38827626233314,8.0,9.0,9.0,5.0,2.0,0.0,10.0,8.0,0.0,6.0,-154.07628806557807,-93.70759682349184,-62.629223690207,,,,-3.171762842986742,-1.9361039957193493,-1.2996673622799177
ADJIA TECHNOLOGIES LTD,2.51,28.5,,0.0,0.0,0.0,0.0,1.0,1.0,10.0,8.0,6.0,0.0,0.1703187250996016,0.1703187250996016,0.1703187250996016,-0.35768989675219953,-0.35768989675219953,-0.35768989675219953,0.011952191235059762,0.011952191235059762,0.011952191235059762
ADOR FONTECH LTD,136.68,39.05,18.103311258278143,5.0,5.0,5.0,5.0,10.0,10.0,0.0,0.0,6.0,9.0,194.97769629749524,122.86395671176241,85.73912162308167,0.3998565519320205,0.3340735281582925,0.28390079969690696,28.89584128695217,17.856554600618228,12.170675792110213
ADOR MULTI PRODUCTS LTD,38.81,83.05,6.290113452188007,7.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,6.0,3.0,-226.48516655046922,-141.05066128998527,-97.06817006294597,,,,-15.987946462404977,-9.838476210222879,-6.671139082026215
ADOR WELDING LTD,550.8,405.0,127.2055427251732,9.0,4.0,3.0,4.0,10.0,10.0,0.0,8.0,0.0,5.0,-354.2696183645074,-220.29545591044345,-151.32429014059537,,,,-5.136795503063723,-3.1593247889433536,-2.140811623434095
ADROIT INFOTECH LTD,17.17,9.4,-1.3637807783955522,5.0,1.0,1.0,1.0,10.0,10.0,10.0,8.0,0.0,4.0,2.7415567172739244,1.7147075746440448,1.1860759255286033,0.05461329053069819,0.004783610787049364,-0.033324243002297416,1.7018935850502532,1.0488790859784634,0.7125383959122097
